ID,Species,Project,Tissue,Stage,Sequencing,Technology,Timepoint,Cell,PMID_DOI,Download,sorted_time,time_unit,conversion_rule,special_notes,needs_conversion,needs_reference_unification
Tedd.29_Pancreas,Mus musculus,Tedd.29,Pancreas,"Fetal, Newborn, Adult",single-cell RNA sequencing,Microwell-Seq,"6-10 Months, E14.5, P0, P10, P21",37098,https://www.nature.com/articles/s41588-022-01118-8#Sec10,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.29_Pancreas/counts.csv.gz,"260,14.5,20,30,41",days,6.0-10.0 months averaged (from birth to fertilization+20 days) | Embryonic day E14.5 | Postnatal 0.0 days (from birth to fertilization+20 days) | Postnatal 10.0 days (from birth to fertilization+20 days) | Postnatal 21.0 days (from birth to fertilization+20 days),Average 8.0 months | Birth reference converted to fertilization reference | Embryonic development days | Postnatal days | Birth reference converted to fertilization reference | Postnatal days | Birth reference converted to fertilization reference | Postnatal days | Birth reference converted to fertilization reference,Yes,Yes
Tedd.29_Stomach,Mus musculus,Tedd.29,Stomach,"Fetal, Newborn, Adult",single-cell RNA sequencing,Microwell-Seq,"6-10 Months, E14.5, P0, P10, P21",65495,https://www.nature.com/articles/s41588-022-01118-8#Sec10,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.29_Stomach/counts.csv.gz,"260,14.5,20,30,41",days,6.0-10.0 months averaged (from birth to fertilization+20 days) | Embryonic day E14.5 | Postnatal 0.0 days (from birth to fertilization+20 days) | Postnatal 10.0 days (from birth to fertilization+20 days) | Postnatal 21.0 days (from birth to fertilization+20 days),Average 8.0 months | Birth reference converted to fertilization reference | Embryonic development days | Postnatal days | Birth reference converted to fertilization reference | Postnatal days | Birth reference converted to fertilization reference | Postnatal days | Birth reference converted to fertilization reference,Yes,Yes
Tedd.29_Uterus,Mus musculus,Tedd.29,Gonad-female,"Newborn, Adult",single-cell RNA sequencing,Microwell-Seq,"6-10 Months, P0, P10, P21",22219,https://www.nature.com/articles/s41588-022-01118-8#Sec10,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.29_Uterus/counts.csv.gz,"240,0.00,10,21",days,6.0-10.0 months averaged | Postnatal 0.0 days | Postnatal 10.0 days | Postnatal 21.0 days,Average 8.0 months | Postnatal days | Postnatal days | Postnatal days,Yes,No
mf_AD_Lung_57,Macaca fascicularis,Tedd.57,Lung,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,36295,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Lung_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Aorta_57,Macaca fascicularis,Tedd.57,Aorta,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,4189,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Aorta_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_PBMC_57,Macaca fascicularis,Tedd.57,PBMC,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,18353,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_PBMC_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Adrenal-gland_57,Macaca fascicularis,Tedd.57,Adrenal-gland,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,41165,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Adrenal-gland_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Tongue-Failed_57,Macaca fascicularis,Tedd.57,Tongue-Failed,Adult,single-nucleus RNA sequencing,DNBSEQ,,0,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Tongue-Failed_57/counts.csv.gz,,unknown,,,No,No
mf_AD_Gallbladder_57,Macaca fascicularis,Tedd.57,Gallbladder,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,25319,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Gallbladder_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Diaphragm_57,Macaca fascicularis,Tedd.57,Diaphragm,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,23652,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Diaphragm_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Bladder_57,Macaca fascicularis,Tedd.57,Bladder,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,18970,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Bladder_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Bronchus_57,Macaca fascicularis,Tedd.57,Bronchus,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,9101,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Bronchus_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Gonadal-female_vagina_57,Macaca fascicularis,Tedd.57,Gonadal-female,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,2694,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Gonadal-female_vagina_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Bone-marrow_57,Macaca fascicularis,Tedd.57,Bone-marrow,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,4498,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Bone-marrow_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Gonadal-male_sperm-duct_57,Macaca fascicularis,Tedd.57,Gonadal-male,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,19938,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Gonadal-male_sperm-duct_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Spinal-cord_57,Macaca fascicularis,Tedd.57,Spinal-cord,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,5798,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Spinal-cord_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Intestine_colon_57,Macaca fascicularis,Tedd.57,Intestine,Adult,single-cell RNA sequencing,DNBSEQ,6y,7802,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Intestine_colon_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Prostate_57,Macaca fascicularis,Tedd.57,Prostate,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,53893,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Prostate_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Fallopian-tube_57,Macaca fascicularis,Tedd.57,Fallopian-tube,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,29674,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Fallopian-tube_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Gonadal-male_testis_57,Macaca fascicularis,Tedd.57,Gonadal-male,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,5071,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Gonadal-male_testis_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Epididymis_57,Macaca fascicularis,Tedd.57,Epididymis,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,47555,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Epididymis_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Pineal-gland_57,Macaca fascicularis,Tedd.57,Pineal-gland,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,14501,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Pineal-gland_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Stomach_57,Macaca fascicularis,Tedd.57,Stomach,Adult,single-cell RNA sequencing,DNBSEQ,6y,5355,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Stomach_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Intestine_duodenum_57,Macaca fascicularis,Tedd.57,Intestine,Adult,single-cell RNA sequencing,DNBSEQ,6y,2702,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Intestine_duodenum_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Subcutaneous-adipose_57,Macaca fascicularis,Tedd.57,Subcutaneous-adipose,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,17531,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Subcutaneous-adipose_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Heart_57,Macaca fascicularis,Tedd.57,Heart,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,6276,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Heart_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Spleen_57,Macaca fascicularis,Tedd.57,Spleen,Adult,single-cell RNA sequencing,DNBSEQ,6y,7965,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Spleen_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Eye_retina_57,Macaca fascicularis,Tedd.57,Eye,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,10064,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Eye_retina_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Abdominal-wall_57,Macaca fascicularis,Tedd.57,Abdominal-wall,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,20917,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Abdominal-wall_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Carotid_57,Macaca fascicularis,Tedd.57,Carotid,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,11016,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Carotid_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Skin_pigmentary-epi_57,Macaca fascicularis,Tedd.57,Skin,Adult,single-cell RNA sequencing,DNBSEQ,6y,12091,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Skin_pigmentary-epi_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Kidney_57,Macaca fascicularis,Tedd.57,Kidney,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,55047,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Kidney_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Skin_57,Macaca fascicularis,Tedd.57,Skin,Adult,single-cell RNA sequencing,DNBSEQ,6y,20918,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Skin_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Substantia-nigra_57,Macaca fascicularis,Tedd.57,Substantia-nigra,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,14247,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Substantia-nigra_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Lymph-node_57,Macaca fascicularis,Tedd.57,Lymph-node,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,7176,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Lymph-node_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Esophagus_57,Macaca fascicularis,Tedd.57,Esophagus,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,10851,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Esophagus_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Tonsil_57,Macaca fascicularis,Tedd.57,Tonsil,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,9635,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Tonsil_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Pancreas_57,Macaca fascicularis,Tedd.57,Pancreas,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,40554,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Pancreas_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Pituitary-gland_57,Macaca fascicularis,Tedd.57,Pituitary-gland,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,40213,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Pituitary-gland_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Thyroid-gland_57,Macaca fascicularis,Tedd.57,Thyroid-gland,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,8665,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Thyroid-gland_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Gonadal-female_uterus_57,Macaca fascicularis,Tedd.57,Gonadal-female,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,55252,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Gonadal-female_uterus_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Salivary-gland_57,Macaca fascicularis,Tedd.57,Salivary-gland,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,74320,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Salivary-gland_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Ovary_57,Macaca fascicularis,Tedd.57,Ovary,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,25579,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Ovary_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
mf_AD_Trachea_57,Macaca fascicularis,Tedd.57,Trachea,Adult,single-nucleus RNA sequencing,DNBSEQ,6y,4798,https://pubmed.ncbi.nlm.nih.gov/35418686/https://doi.org/10.1038/s41586-022-04587-3,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/mf_AD_Trachea_57/counts.csv.gz,6,years,6.0 years converted to days,6.0 years,No,No
hs_FE_Eye_peripheral-region-of-retina_35,Homo sapiens,Tedd.35,Eye,Fetal,single-nucleus RNA sequencing,10x multiome,"GW14,GW17,GW3,GW23,GW19,GW16,GW15",71350,https://pubmed.ncbi.nlm.nih.gov/39117640/https://doi.org/10.1038/s41467-024-50853-5,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_FE_Eye_peripheral-region-of-retina_35/counts.csv.gz,"14,17,3,23,19,16,15",gestational_weeks,Gestational 14.0 weeks | Gestational 17.0 weeks | Gestational 3.0 weeks | Gestational 23.0 weeks | Gestational 19.0 weeks | Gestational 16.0 weeks | Gestational 15.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
hs_AD_Eye_peripheral-region-of-retina_35,Homo sapiens,Tedd.35,Eye,Adult,single-nucleus RNA sequencing,10x multiome,GW26,15040,https://pubmed.ncbi.nlm.nih.gov/39117640/https://doi.org/10.1038/s41467-024-50853-5,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Eye_peripheral-region-of-retina_35/counts.csv.gz,26,gestational_weeks,Gestational 26.0 weeks,Gestational weeks,No,No
hs_AD_Eye_macula-lutea_35,Homo sapiens,Tedd.35,Eye,Adult,single-nucleus RNA sequencing,10x multiome,GW26,18929,https://pubmed.ncbi.nlm.nih.gov/39117640/https://doi.org/10.1038/s41467-024-50853-5,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Eye_macula-lutea_35/counts.csv.gz,26,gestational_weeks,Gestational 26.0 weeks,Gestational weeks,No,No
hs_FE_Eye_macula-lutea_35,Homo sapiens,Tedd.35,Eye,Fetal,single-nucleus RNA sequencing,10x multiome,"GW14,GW23,GW3,GW17,GW16,GW15,GW19",85925,https://pubmed.ncbi.nlm.nih.gov/39117640/https://doi.org/10.1038/s41467-024-50853-5,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_FE_Eye_macula-lutea_35/counts.csv.gz,"14,23,3,17,16,15,19",gestational_weeks,Gestational 14.0 weeks | Gestational 23.0 weeks | Gestational 3.0 weeks | Gestational 17.0 weeks | Gestational 16.0 weeks | Gestational 15.0 weeks | Gestational 19.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
hs_FE_Eye_retina_35,Homo sapiens,Tedd.35,Eye,Fetal,single-nucleus RNA sequencing,10x multiome,GW11,6863,https://pubmed.ncbi.nlm.nih.gov/39117640/https://doi.org/10.1038/s41467-024-50853-5,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_FE_Eye_retina_35/counts.csv.gz,11,gestational_weeks,Gestational 11.0 weeks,Gestational weeks,No,No
hs_AD_Brain_Hypothalamus_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"30y,48y,36y,60y-69y,70y-79y,50y-59y,27y,63y,55y",2817,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Hypothalamus_Organoid__36-a/counts.csv.gz,"30,48,36,64.5,74.5,54.5,27,63,55",years,30.0 years converted to days | 48.0 years converted to days | 36.0 years converted to days | Year range 60.0-69.0 averaged | Year range 70.0-79.0 averaged | Year range 50.0-59.0 averaged | 27.0 years converted to days | 63.0 years converted to days | 55.0 years converted to days,30.0 years | 48.0 years | 36.0 years | Average 64.5 years | Average 74.5 years | Average 54.5 years | 27.0 years | 63.0 years | 55.0 years,No,No
hs_NA_Brain_Thalamus_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,8986,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Thalamus_Organoid__36-b/counts.csv.gz,,unknown,,,No,No
hs_NB_Brain_Pons_Organoid__36-h,Homo sapiens,Tedd.36,Brain,Newborn,single-cell RNA sequencing,,P0-P28,14,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NB_Brain_Pons_Organoid__36-h/counts.csv.gz,14,postnatal_days_range,Postnatal range 0.0-28.0 days averaged,Average 14.0 days,No,No
hs_NA_Brain_Cerebellum_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,24378,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Cerebellum_Organoid__36-a/counts.csv.gz,,unknown,,,No,No
hs_PE_Brain_Thalamus_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,438,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Thalamus_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NA_Brain_Unspecific_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,24873,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Unspecific_Organoid__36-a/counts.csv.gz,,unknown,,,No,No
hs_PE_Brain_Medulla_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,568,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Medulla_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NA_Brain_Pons_Organoid__36-g,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,28,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Pons_Organoid__36-g/counts.csv.gz,,unknown,,,No,No
hs_EM_Brain_Hypothalamus_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Embryonic,single-cell RNA sequencing,,Blastula stage,5326,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_EM_Brain_Hypothalamus_Organoid__36-a/counts.csv.gz,5,estimated_days,Estimated as 5 days based on blastula stage,Blastula stage,No,No
